,selection_frequency
HSP90AB1,0.01
CSMD1,0.01
GALNT18,0.009523809523809525
TCTEX1D1,0.009523809523809525
PDE10A,0.009523809523809525
NOVA2,0.009523809523809525
NLGN4Y,0.009523809523809525
RP13-578N3.3,0.009523809523809525
TMEM154,0.009523809523809525
FOS,0.009047619047619047
MT-CYB,0.009047619047619047
SRGAP2,0.009047619047619047
SNAP91,0.009047619047619047
ZNF347,0.009047619047619047
GXYLT2,0.009047619047619047
LRRN2,0.009047619047619047
STARD8,0.009047619047619047
TEKT1,0.008571428571428572
GLI1,0.008571428571428572
MB21D1,0.008571428571428572
OTX2-AS1,0.008571428571428572
ME1,0.008571428571428572
ALDH6A1,0.008571428571428572
RPL19,0.008571428571428572
EFNB2,0.008095238095238095
DTHD1,0.008095238095238095
TGM2,0.008095238095238095
UHRF1,0.008095238095238095
RNF219-AS1,0.008095238095238095
AC005618.6,0.008095238095238095
AC007319.1,0.008095238095238095
AFF2,0.008095238095238095
PLEKHH1,0.008095238095238095
RTN1,0.007619047619047619
ELMOD1,0.007619047619047619
AJAP1,0.007619047619047619
RUNX2,0.007619047619047619
CAMK4,0.007619047619047619
TDO2,0.007619047619047619
AC090505.6,0.007619047619047619
TBC1D10A,0.007619047619047619
TFCP2L1,0.007619047619047619
RP11-443F4.1,0.007619047619047619
LA16c-313D11.9,0.007619047619047619
SLC28A1,0.007619047619047619
VRK2,0.007619047619047619
PTPRT,0.007619047619047619
SNRPN,0.007619047619047619
FLRT2,0.007142857142857143
ITGA2,0.007142857142857143
COL9A1,0.007142857142857143
MSC-AS1,0.006666666666666667
AC000111.6,0.006666666666666667
NT5DC4,0.006666666666666667
CTD-2545M3.8,0.006666666666666667
PAX7,0.006666666666666667
CARNS1,0.006666666666666667
DGKH,0.006666666666666667
CADPS,0.006666666666666667
GABRB2,0.006666666666666667
GNLY,0.006666666666666667
DNAJB7,0.006666666666666667
RPL8,0.006666666666666667
RP11-187O7.3,0.006190476190476191
CPT1A,0.006190476190476191
TTTY14,0.006190476190476191
ACSL3,0.006190476190476191
RHPN1,0.006190476190476191
RP11-466I1.1,0.006190476190476191
RALYL,0.006190476190476191
CCBE1,0.006190476190476191
DPF1,0.006190476190476191
HS3ST4,0.006190476190476191
CPA6,0.006190476190476191
CDK16,0.006190476190476191
FXYD5,0.005714285714285714
NELL1,0.005714285714285714
WDR76,0.005714285714285714
DNAH5,0.005714285714285714
LEFTY2,0.005714285714285714
MTRNR2L12,0.005714285714285714
RP11-752L20.5,0.005714285714285714
OS9,0.005714285714285714
RP11-893F2.5,0.005714285714285714
RPS4Y1,0.005714285714285714
CDH6,0.005714285714285714
CHRNA7,0.005714285714285714
DOCK6,0.005714285714285714
C1orf115,0.005714285714285714
DPP4,0.005238095238095238
RP11-400N13.1,0.005238095238095238
NKD1,0.005238095238095238
RP11-61I13.3,0.005238095238095238
NDUFB10,0.005238095238095238
IFI6,0.005238095238095238
CNTNAP5,0.005238095238095238
SDPR,0.005238095238095238
HPCAL1,0.005238095238095238
ARHGAP28,0.005238095238095238
ALOX5AP,0.005238095238095238
FOXC2,0.005238095238095238
FRMD3,0.005238095238095238
MTRNR2L8,0.005238095238095238
CGNL1,0.005238095238095238
CACNG5,0.005238095238095238
KCNQ5,0.005238095238095238
PSMC3IP,0.005238095238095238
GNA14,0.005238095238095238
TEX41,0.005238095238095238
PPFIA2,0.005238095238095238
RP11-315A16.1,0.005238095238095238
TFPI,0.004761904761904762
PMAIP1,0.004761904761904762
POU2F3,0.004761904761904762
GFPT2,0.004761904761904762
UNC5A,0.004761904761904762
IRS1,0.004761904761904762
HES5,0.004761904761904762
LIF,0.004761904761904762
RP11-99E15.2,0.004761904761904762
NOS1,0.004761904761904762
RPS23,0.004761904761904762
C7,0.004761904761904762
BRIP1,0.004761904761904762
ZFP36,0.004761904761904762
AC012593.1,0.004761904761904762
PLXNA2,0.004761904761904762
FAM111B,0.004761904761904762
CNTN4,0.004285714285714286
RP11-625L16.1,0.004285714285714286
BAG6,0.004285714285714286
CTB-91J4.1,0.004285714285714286
RGS20,0.004285714285714286
LINC01094,0.004285714285714286
AC018731.3,0.004285714285714286
DNAH6,0.004285714285714286
VAT1L,0.004285714285714286
RP11-138I17.1,0.004285714285714286
RP11-123O10.4,0.004285714285714286
C10orf11,0.004285714285714286
EIF2D,0.004285714285714286
MTRNR2L1,0.004285714285714286
FAM111A,0.004285714285714286
MT-ATP6,0.004285714285714286
TPD52L1,0.004285714285714286
LSAMP-AS1,0.004285714285714286
STARD4,0.004285714285714286
S1PR1,0.004285714285714286
CTC-340A15.2,0.004285714285714286
ITM2B,0.004285714285714286
MT-ND6,0.004285714285714286
STRA6,0.0038095238095238095
PLEKHG4B,0.0038095238095238095
GABBR2,0.0038095238095238095
TSHR,0.0038095238095238095
XAF1,0.0038095238095238095
RP11-739N20.2,0.0038095238095238095
IGFBP7,0.0038095238095238095
RP11-138A9.2,0.0038095238095238095
SAA1,0.0038095238095238095
CASC15,0.0038095238095238095
PRDM1,0.0038095238095238095
ARHGAP44,0.0038095238095238095
LINC01314,0.0038095238095238095
TP73,0.0038095238095238095
MAP3K9,0.0038095238095238095
MYLK2,0.0038095238095238095
AR,0.0038095238095238095
EMILIN2,0.0038095238095238095
RP11-25H12.1,0.0038095238095238095
SLC39A8,0.0038095238095238095
HBA1,0.0038095238095238095
RPL13,0.0038095238095238095
CYSLTR2,0.0038095238095238095
DACH1,0.0033333333333333335
TRAC,0.0033333333333333335
ABCA9,0.0033333333333333335
RP1-84O15.2,0.0033333333333333335
MYBPH,0.0033333333333333335
F13A1,0.0033333333333333335
FAM19A4,0.0033333333333333335
DHFR,0.0033333333333333335
C1orf95,0.0033333333333333335
ZNF189,0.0033333333333333335
RASD1,0.0033333333333333335
ANGPT2,0.0033333333333333335
ARPP21,0.0033333333333333335
TSHZ2,0.0033333333333333335
CKAP2,0.0033333333333333335
ABCA9-AS1,0.0033333333333333335
MGST1,0.0033333333333333335
ERRFI1,0.0033333333333333335
LAMA4,0.0033333333333333335
CCDC85A,0.0033333333333333335
RP11-1085N6.4,0.0033333333333333335
RP11-650L12.1,0.0033333333333333335
PTGER4,0.0033333333333333335
NUP62CL,0.002857142857142857
GPR1,0.002857142857142857
EGR1,0.002857142857142857
KCNH7,0.002857142857142857
C4orf22,0.002857142857142857
RP11-231C18.1,0.002857142857142857
TMEM165,0.002857142857142857
KCNB1,0.002857142857142857
MEF2D,0.002857142857142857
PAPLN,0.002857142857142857
RGS3,0.002857142857142857
ITPKB,0.002857142857142857
KCNH1,0.002857142857142857
RP11-815M8.1,0.002857142857142857
PRPH2,0.002857142857142857
PHACTR3,0.002857142857142857
AC005487.2,0.002857142857142857
SLC17A9,0.002857142857142857
EDNRA,0.002857142857142857
RP11-268G12.3,0.002857142857142857
CXCR4,0.002857142857142857
SYTL2,0.002857142857142857
SYK,0.002857142857142857
HS3ST3B1,0.002857142857142857
MEGF11,0.002857142857142857
COX7A1,0.002857142857142857
FP325317.1,0.002857142857142857
ADGRL2,0.002857142857142857
SMARCA5,0.002857142857142857
RPL6,0.002857142857142857
CD24,0.002857142857142857
NFIL3,0.002857142857142857
LINGO1,0.002857142857142857
PTCHD4,0.002857142857142857
RAB29,0.002857142857142857
JPH1,0.002857142857142857
NR5A2,0.002857142857142857
TRABD2B,0.002857142857142857
GUCY1A2,0.002857142857142857
RP11-690J15.1,0.002857142857142857
QRFPR,0.002857142857142857
GRID2,0.002857142857142857
ZNF730,0.002857142857142857
SMOC1,0.002380952380952381
CNN2,0.002380952380952381
IER2,0.002380952380952381
NTNG1,0.002380952380952381
CAMK2A,0.002380952380952381
CLDN22,0.002380952380952381
ADGRV1,0.002380952380952381
PIK3C2B,0.002380952380952381
RP1-154K9.2,0.002380952380952381
GLIS1,0.002380952380952381
SNRPE,0.002380952380952381
TNNT3,0.002380952380952381
ISLR,0.002380952380952381
ZNF385B,0.002380952380952381
DLGAP1,0.002380952380952381
ZMAT4,0.002380952380952381
CTA-363E6.2,0.002380952380952381
DOCK5,0.002380952380952381
RP11-176N18.2,0.002380952380952381
RP11-3J1.1,0.002380952380952381
SPOCK3,0.002380952380952381
FILIP1,0.002380952380952381
AGBL4,0.002380952380952381
NR2F2-AS1,0.002380952380952381
JUND,0.002380952380952381
RPL13A,0.002380952380952381
HAPLN1,0.002380952380952381
TEAD2,0.002380952380952381
AQP4,0.002380952380952381
FRMPD4,0.002380952380952381
ELP6,0.002380952380952381
TCP1,0.002380952380952381
MDGA1,0.002380952380952381
LAMA2,0.002380952380952381
CLSPN,0.002380952380952381
XIST,0.002380952380952381
SPATA17,0.002380952380952381
NEK10,0.002380952380952381
GSTP1,0.002380952380952381
EPHA7,0.002380952380952381
NOS2,0.002380952380952381
ZNF385D,0.002380952380952381
HMCN1,0.002380952380952381
TRIB2,0.002380952380952381
LINC00632,0.002380952380952381
ADAMTS12,0.002380952380952381
HS3ST5,0.002380952380952381
EPHA5,0.002380952380952381
ADGRD1,0.0019047619047619048
MIR3681HG,0.0019047619047619048
RP11-394O4.6,0.0019047619047619048
AC129778.2,0.0019047619047619048
MMP28,0.0019047619047619048
YOD1,0.0019047619047619048
WISP1,0.0019047619047619048
RP11-264E20.1,0.0019047619047619048
RBPMS,0.0019047619047619048
CH507-528H12.1,0.0019047619047619048
ST3GAL1,0.0019047619047619048
MIS18BP1,0.0019047619047619048
RP11-95H3.1,0.0019047619047619048
MIR219A2,0.0019047619047619048
GAPDH,0.0019047619047619048
TRPC4,0.0019047619047619048
ANKEF1,0.0019047619047619048
SLC29A1,0.0019047619047619048
LINC01197,0.0019047619047619048
CCL2,0.0019047619047619048
FAM19A2,0.0019047619047619048
ALCAM,0.0019047619047619048
AC016644.1,0.0019047619047619048
CD74,0.0019047619047619048
CRISPLD1,0.0019047619047619048
RP11-260O18.1,0.0019047619047619048
PLCB4,0.0019047619047619048
ADCY4,0.0019047619047619048
AGBL1,0.0019047619047619048
SLC35F4,0.0019047619047619048
CNFN,0.0019047619047619048
CNR1,0.0019047619047619048
TMEM178A,0.0019047619047619048
RP11-745C15.2,0.0019047619047619048
GABRB1,0.0019047619047619048
PLEKHG1,0.0019047619047619048
GPR20,0.0019047619047619048
RAB11FIP1,0.0019047619047619048
CLPX,0.0019047619047619048
DNAH14,0.0019047619047619048
MPZL2,0.0019047619047619048
LSM4,0.0019047619047619048
IL1R1,0.0019047619047619048
HEXA,0.0019047619047619048
ANXA1,0.0019047619047619048
COL6A3,0.0019047619047619048
COBLL1,0.0019047619047619048
SOX4,0.0019047619047619048
DDIT3,0.0014285714285714286
NOL4L,0.0014285714285714286
LINC01324,0.0014285714285714286
TBX2,0.0014285714285714286
SYNM,0.0014285714285714286
SMYD2,0.0014285714285714286
ANO2,0.0014285714285714286
NR4A1,0.0014285714285714286
CHORDC1,0.0014285714285714286
DLC1,0.0014285714285714286
PPEF1,0.0014285714285714286
RP5-1139I1.1,0.0014285714285714286
GPC5,0.0014285714285714286
H2AFZ,0.0014285714285714286
NNAT,0.0014285714285714286
DNAJA4,0.0014285714285714286
ZC3H11A,0.0014285714285714286
MICAL2,0.0014285714285714286
CD109,0.0014285714285714286
CHI3L2,0.0014285714285714286
RP11-356I2.4,0.0014285714285714286
FRMD4B,0.0014285714285714286
ARHGAP15,0.0014285714285714286
ERC2,0.0014285714285714286
WI2-80269A6.1,0.0014285714285714286
MFI2,0.0014285714285714286
CTD-2332E11.2,0.0014285714285714286
HCFC1,0.0014285714285714286
RP11-733C7.1,0.0014285714285714286
CASC9,0.0014285714285714286
RANBP17,0.0014285714285714286
USP9Y,0.0014285714285714286
MED8,0.0014285714285714286
ABCC9,0.0014285714285714286
FN1,0.0014285714285714286
CCDC178,0.0014285714285714286
SERPING1,0.0014285714285714286
MT-ND3,0.0014285714285714286
HLA-DRB1,0.0014285714285714286
ZDHHC9,0.0014285714285714286
COL16A1,0.0014285714285714286
RP11-161I6.2,0.0014285714285714286
DHRS3,0.0014285714285714286
CDH13,0.0014285714285714286
OTUD6A,0.0014285714285714286
SUSD5,0.0014285714285714286
MED12L,0.0014285714285714286
DYRK3,0.0014285714285714286
COL6A2,0.0014285714285714286
S100B,0.0014285714285714286
AC092657.2,0.0014285714285714286
PCBP3,0.0014285714285714286
ZNF395,0.0014285714285714286
RPL29,0.0014285714285714286
SYNPO,0.0014285714285714286
HS3ST1,0.0014285714285714286
DOK6,0.0009523809523809524
RPH3A,0.0009523809523809524
KCTD8,0.0009523809523809524
MOXD1,0.0009523809523809524
TAF8,0.0009523809523809524
SOX10,0.0009523809523809524
NCAPH,0.0009523809523809524
GCG,0.0009523809523809524
RP11-417F21.2,0.0009523809523809524
LINC01551,0.0009523809523809524
DNASE1L1,0.0009523809523809524
SLC14A1,0.0009523809523809524
CYB5D2,0.0009523809523809524
ABI3BP,0.0009523809523809524
IGF2BP1,0.0009523809523809524
ASB18,0.0009523809523809524
RGS7,0.0009523809523809524
FBXO32,0.0009523809523809524
APLN,0.0009523809523809524
SYNPO2,0.0009523809523809524
CUL4B,0.0009523809523809524
MAPK11,0.0009523809523809524
SLC2A3,0.0009523809523809524
EMP1,0.0009523809523809524
TPT1,0.0009523809523809524
PKIA,0.0009523809523809524
HDAC5,0.0009523809523809524
MGAT4C,0.0009523809523809524
IGLC2,0.0009523809523809524
RAB27B,0.0009523809523809524
ARHGAP10,0.0009523809523809524
DPEP1,0.0009523809523809524
SDC2,0.0009523809523809524
LGR6,0.0009523809523809524
NR4A3,0.0009523809523809524
TGFBR2,0.0009523809523809524
LINC01194,0.0009523809523809524
FMN1,0.0009523809523809524
PRAME,0.0009523809523809524
EHD3,0.0009523809523809524
PRKCH,0.0009523809523809524
RP11-388G22.1,0.0009523809523809524
MROH8,0.0009523809523809524
POSTN,0.0009523809523809524
SHISA9,0.0009523809523809524
PNRC1,0.0009523809523809524
TESK2,0.0009523809523809524
DACH2,0.0009523809523809524
LRRC36,0.0009523809523809524
LINC01060,0.0009523809523809524
RP11-146I2.1,0.0009523809523809524
PTGDS,0.0009523809523809524
EOGT,0.0009523809523809524
STARD5,0.0009523809523809524
CCDC102B,0.0009523809523809524
GADD45B,0.0009523809523809524
HLA-B,0.0009523809523809524
EPHA3,0.0009523809523809524
LUZP2,0.0009523809523809524
PPP1R15B,0.0009523809523809524
ACSL1,0.0009523809523809524
ARHGEF28,0.0009523809523809524
ARRB1,0.0009523809523809524
AC019117.1,0.0009523809523809524
GGT5,0.0009523809523809524
DCN,0.0009523809523809524
RP11-115J23.1,0.0009523809523809524
RGCC,0.0009523809523809524
IL1R2,0.0009523809523809524
COL5A1-AS1,0.0009523809523809524
PDGFRA,0.0009523809523809524
LINC00355,0.0009523809523809524
KCNK9,0.0009523809523809524
SLC35F3,0.0009523809523809524
RP11-515E23.1,0.0009523809523809524
RP11-89K21.1,0.0009523809523809524
CTD-2058B24.2,0.0009523809523809524
GALR1,0.0009523809523809524
CXCL3,0.0009523809523809524
CTD-2541J13.2,0.0009523809523809524
METTL7B,0.0009523809523809524
AC000032.2,0.0009523809523809524
IL6R,0.0009523809523809524
TWIST2,0.0009523809523809524
SLC11A1,0.0009523809523809524
PGF,0.0009523809523809524
C5orf17,0.0009523809523809524
RP11-243A14.1,0.0009523809523809524
KMT5A,0.0009523809523809524
SLC6A5,0.0009523809523809524
MYO1E,0.0009523809523809524
SAT1,0.0009523809523809524
FOSB,0.0009523809523809524
FLVCR2,0.0009523809523809524
DOCK9,0.0009523809523809524
HLA-C,0.0009523809523809524
SMAD9,0.0009523809523809524
NKAIN4,0.0009523809523809524
SYT6,0.0009523809523809524
APOD,0.0009523809523809524
TENM2,0.0009523809523809524
RP11-314P15.2,0.0009523809523809524
GBP1,0.0009523809523809524
C3,0.0009523809523809524
LRRC32,0.0009523809523809524
AP000462.2,0.0009523809523809524
MT-ATP8,0.0009523809523809524
MIR222HG,0.0009523809523809524
NWD2,0.0004761904761904762
KIF26B,0.0004761904761904762
SVEP1,0.0004761904761904762
LINC01411,0.0004761904761904762
PDE8B,0.0004761904761904762
ATP5I,0.0004761904761904762
PPIAL4G,0.0004761904761904762
RFTN1,0.0004761904761904762
FAM78B,0.0004761904761904762
AHNAK,0.0004761904761904762
SYTL4,0.0004761904761904762
SLC7A5,0.0004761904761904762
RAVER1,0.0004761904761904762
PAPPA,0.0004761904761904762
CYP4F3,0.0004761904761904762
FBLN1,0.0004761904761904762
CHRFAM7A,0.0004761904761904762
CENPK,0.0004761904761904762
PPP1R1C,0.0004761904761904762
PPARG,0.0004761904761904762
CTC-529P8.1,0.0004761904761904762
GLDN,0.0004761904761904762
S100A4,0.0004761904761904762
C21orf58,0.0004761904761904762
RND3,0.0004761904761904762
PDK1,0.0004761904761904762
UBB,0.0004761904761904762
TUSC3,0.0004761904761904762
PTGES,0.0004761904761904762
ADGRB1,0.0004761904761904762
SHF,0.0004761904761904762
CD81,0.0004761904761904762
TBC1D9,0.0004761904761904762
MARCH9,0.0004761904761904762
COL8A1,0.0004761904761904762
CRIM1,0.0004761904761904762
MNS1,0.0004761904761904762
RP11-386I14.4,0.0004761904761904762
SAMD12,0.0004761904761904762
MDM2,0.0004761904761904762
PTPRM,0.0004761904761904762
LINC00299,0.0004761904761904762
U91319.1,0.0004761904761904762
SLC24A4,0.0004761904761904762
NETO1,0.0004761904761904762
MT-ND2,0.0004761904761904762
MAFB,0.0004761904761904762
FAM43A,0.0004761904761904762
SOX13,0.0004761904761904762
PVRL3-AS1,0.0004761904761904762
TBX3,0.0004761904761904762
PAWR,0.0004761904761904762
TMCC3,0.0004761904761904762
INPP5D,0.0004761904761904762
REG1A,0.0004761904761904762
CDH5,0.0004761904761904762
STAC,0.0004761904761904762
FAU,0.0004761904761904762
SPON1,0.0004761904761904762
EYA1,0.0004761904761904762
CHIC2,0.0004761904761904762
ANO4,0.0004761904761904762
RP11-307P5.1,0.0004761904761904762
FAM196A,0.0004761904761904762
RPS13,0.0004761904761904762
ST8SIA2,0.0004761904761904762
LPAR3,0.0004761904761904762
DPM2,0.0004761904761904762
EHD4,0.0004761904761904762
AC008079.9,0.0004761904761904762
CD63,0.0004761904761904762
LRRC2,0.0004761904761904762
SEZ6L,0.0004761904761904762
RGS6,0.0004761904761904762
CHI3L1,0.0004761904761904762
LINC01378,0.0004761904761904762
TRIM47,0.0004761904761904762
DLGAP1-AS4,0.0004761904761904762
CNTN3,0.0004761904761904762
IL26,0.0004761904761904762
RNF122,0.0004761904761904762
ESM1,0.0004761904761904762
CD55,0.0004761904761904762
KHDRBS2,0.0004761904761904762
PVRL2,0.0004761904761904762
SST,0.0004761904761904762
EPSTI1,0.0004761904761904762
FLT3,0.0004761904761904762
TBC1D4,0.0004761904761904762
TTC39A,0.0004761904761904762
PAQR8,0.0004761904761904762
SPSB1,0.0004761904761904762
ANKH,0.0004761904761904762
SH3BP5,0.0004761904761904762
PTPRO,0.0004761904761904762
CKAP2L,0.0004761904761904762
PEX5L,0.0004761904761904762
RP11-120D5.1,0.0004761904761904762
WDR62,0.0004761904761904762
METTL1,0.0004761904761904762
NMU,0.0004761904761904762
RP11-123O22.1,0.0004761904761904762
VWA5B1,0.0004761904761904762
FAM19A1,0.0004761904761904762
TBL3,0.0004761904761904762
RGS7BP,0.0004761904761904762
RBBP5,0.0004761904761904762
TDRP,0.0004761904761904762
NOTCH3,0.0004761904761904762
SEPT4-AS1,0.0004761904761904762
ADGRG6,0.0004761904761904762
AC010127.3,0.0004761904761904762
ST6GALNAC5,0.0004761904761904762
PHACTR2,0.0004761904761904762
RASSF3,0.0004761904761904762
ZNF98,0.0004761904761904762
RP11-1102P16.1,0.0004761904761904762
TPI1,0.0004761904761904762
MBOAT4,0.0004761904761904762
KITLG,0.0004761904761904762
IRAK3,0.0004761904761904762
PRR13,0.0004761904761904762
SGK1,0.0004761904761904762
LAMA3,0.0004761904761904762
MYCNOS,0.0004761904761904762
PI4KB,0.0004761904761904762
IGFBP2,0.0004761904761904762
CHRNA1,0.0004761904761904762
FLNB,0.0004761904761904762
ARHGAP11B,0.0004761904761904762
ENG,0.0004761904761904762
ALDH1A1,0.0004761904761904762
PDE3A,0.0004761904761904762
KCNJ6,0.0004761904761904762
AC002429.5,0.0004761904761904762
EDA,0.0004761904761904762
CATSPERB,0.0004761904761904762
LINC01036,0.0004761904761904762
CTD-2147F2.2,0.0004761904761904762
CACYBP,0.0004761904761904762
PRKCB,0.0004761904761904762
AC007386.2,0.0004761904761904762
ANPEP,0.0004761904761904762
COLEC12,0.0004761904761904762
DNAH7,0.0004761904761904762
RPS3A,0.0004761904761904762
PRDX1,0.0004761904761904762
LINC00581,0.0004761904761904762
RP11-2G1.1,0.0004761904761904762
CMKLR1,0.0004761904761904762
KCNE3,0.0004761904761904762
LINC00266-1,0.0004761904761904762
KIAA0319,0.0004761904761904762
CTD-2507G9.1,0.0004761904761904762
MAP1LC3B,0.0004761904761904762
RCAN2,0.0004761904761904762
RP11-519G16.3,0.0004761904761904762
HES4,0.0004761904761904762
HS6ST2,0.0004761904761904762
RP11-1038A11.3,0.0004761904761904762
