,selection_frequency
IL4R,0.0014285714285714286
EGR1,0.0014285714285714286
WI2-80269A6.1,0.0014285714285714286
TRPC6,0.0014285714285714286
HLA-DPA1,0.0014285714285714286
LPAR1,0.0014285714285714286
TACC3,0.0014285714285714286
TTK,0.0014285714285714286
SLPI,0.0014285714285714286
IVNS1ABP,0.0009523809523809524
SNED1,0.0009523809523809524
ZNF251,0.0009523809523809524
LRRC36,0.0009523809523809524
LINC00535,0.0009523809523809524
STX16-NPEPL1,0.0009523809523809524
DOCK6,0.0009523809523809524
CMKLR1,0.0009523809523809524
CPAMD8,0.0009523809523809524
GNA15,0.0009523809523809524
CD93,0.0009523809523809524
NELL1,0.0009523809523809524
MAPK4,0.0009523809523809524
TP63,0.0009523809523809524
POLQ,0.0009523809523809524
NAV3,0.0009523809523809524
DPP10,0.0009523809523809524
SLC26A7,0.0009523809523809524
COTL1,0.0009523809523809524
RP11-243A14.1,0.0009523809523809524
NGF,0.0009523809523809524
C4orf48,0.0009523809523809524
ALDH1A1,0.0009523809523809524
ZFAND5,0.0009523809523809524
AHCYL1,0.0009523809523809524
SLC44A3,0.0009523809523809524
ARFGAP1,0.0009523809523809524
LGALS9,0.0009523809523809524
AC090505.6,0.0009523809523809524
ARHGAP24,0.0009523809523809524
CGNL1,0.0009523809523809524
LRRC7,0.0009523809523809524
AC092657.2,0.0009523809523809524
RP5-947P14.1,0.0009523809523809524
CTC-575N7.1,0.0009523809523809524
CNTNAP5,0.0004761904761904762
PRELID2,0.0004761904761904762
RGS20,0.0004761904761904762
ADRA1B,0.0004761904761904762
PDGFRA,0.0004761904761904762
ARHGAP44,0.0004761904761904762
PTPRM,0.0004761904761904762
KIAA0040,0.0004761904761904762
TRABD2B,0.0004761904761904762
ADIPOR1,0.0004761904761904762
SPON1,0.0004761904761904762
RP5-1139I1.1,0.0004761904761904762
RP11-499F3.2,0.0004761904761904762
COL18A1,0.0004761904761904762
RASSF3,0.0004761904761904762
LINC00907,0.0004761904761904762
DACH2,0.0004761904761904762
RPS27,0.0004761904761904762
DPEP1,0.0004761904761904762
EEF2,0.0004761904761904762
NRG1,0.0004761904761904762
KCNH7,0.0004761904761904762
LINC00704,0.0004761904761904762
IGFL4,0.0004761904761904762
CTC-529P8.1,0.0004761904761904762
MYO15A,0.0004761904761904762
RP11-467L24.1,0.0004761904761904762
COL15A1,0.0004761904761904762
ZBTB46,0.0004761904761904762
RPL13,0.0004761904761904762
FAM111B,0.0004761904761904762
C1orf95,0.0004761904761904762
