,selection_frequency
LRRC2,0.006666666666666667
RP11-264E20.1,0.006666666666666667
LIPG,0.006666666666666667
GPR55,0.006666666666666667
CCDC141,0.006190476190476191
ATP8A1,0.006190476190476191
PAX7,0.006190476190476191
HRASLS,0.005714285714285714
KCP,0.005714285714285714
AC012593.1,0.005714285714285714
TMEM165,0.005714285714285714
AQP1,0.005714285714285714
SV2B,0.005714285714285714
TP63,0.005714285714285714
VSTM2A,0.005714285714285714
RP11-15K19.2,0.005238095238095238
CD82,0.005238095238095238
SPNS2,0.005238095238095238
MOXD1,0.005238095238095238
RCSD1,0.004761904761904762
ZNF665,0.004761904761904762
FLJ33581,0.004761904761904762
SEZ6L2,0.004761904761904762
ITGA8,0.004761904761904762
PRDM8,0.004761904761904762
RP3-431P23.5,0.004761904761904762
FAM180A,0.004761904761904762
OPCML,0.004761904761904762
SEZ6L,0.004761904761904762
ANGPTL4,0.004761904761904762
CAV1,0.004761904761904762
PCBP3,0.004761904761904762
PVRL3-AS1,0.004285714285714286
KCNIP4,0.004285714285714286
SPON1,0.004285714285714286
CA12,0.004285714285714286
HIF1A-AS2,0.004285714285714286
LINC01324,0.0038095238095238095
SOX10,0.0038095238095238095
CCND1,0.0038095238095238095
ADGRG6,0.0038095238095238095
HILPDA,0.0038095238095238095
SVIL,0.0038095238095238095
GAD1,0.0038095238095238095
NID2,0.0033333333333333335
SLC39A14,0.0033333333333333335
TNFRSF25,0.0033333333333333335
COL14A1,0.0033333333333333335
ITGA5,0.0033333333333333335
LHX1,0.0033333333333333335
GBE1,0.0033333333333333335
RP11-400N13.1,0.0033333333333333335
KCNQ3,0.0033333333333333335
IQGAP3,0.002857142857142857
GYG2,0.002857142857142857
FAM149A,0.002857142857142857
SLC39A12,0.002857142857142857
ADM,0.002857142857142857
SGK1,0.002857142857142857
NEBL,0.002857142857142857
AC007682.1,0.002857142857142857
FAM196A,0.002857142857142857
EFEMP1,0.002857142857142857
VWC2L,0.002857142857142857
RP5-1198O20.4,0.002380952380952381
SPHKAP,0.002380952380952381
DLL3,0.002380952380952381
TTN,0.002380952380952381
KBTBD12,0.002380952380952381
XYLT1,0.002380952380952381
GLRA2,0.002380952380952381
STC2,0.002380952380952381
BCL11B,0.0019047619047619048
RAP1GAP2,0.0019047619047619048
SLC6A6,0.0019047619047619048
BHLHE41,0.0019047619047619048
C1orf115,0.0019047619047619048
CACNG5,0.0019047619047619048
AKAP12,0.0019047619047619048
NFIL3,0.0019047619047619048
PFKFB4,0.0019047619047619048
PTPRB,0.0019047619047619048
NPSR1,0.0019047619047619048
ITPKB,0.0019047619047619048
HGF,0.0019047619047619048
ALDH1L1,0.0019047619047619048
EDN1,0.0019047619047619048
SPOCK1,0.0019047619047619048
SNED1,0.0014285714285714286
PLLP,0.0014285714285714286
SPOCD1,0.0014285714285714286
RYR3,0.0014285714285714286
RP11-386I14.4,0.0014285714285714286
FLRT2,0.0014285714285714286
RP11-627D16.1,0.0014285714285714286
PDZRN4,0.0014285714285714286
TCAF2,0.0014285714285714286
ID3,0.0014285714285714286
DNAH5,0.0014285714285714286
ATRNL1,0.0014285714285714286
ARHGAP6,0.0014285714285714286
TGFB2,0.0014285714285714286
C7,0.0014285714285714286
RP11-445F12.1,0.0014285714285714286
BRINP1,0.0014285714285714286
DSCAML1,0.0014285714285714286
SDK2,0.0014285714285714286
NRP1,0.0014285714285714286
OR2L13,0.0014285714285714286
MMD2,0.0009523809523809524
PLEKHG1,0.0009523809523809524
SVEP1,0.0009523809523809524
GALNT18,0.0009523809523809524
KCNH1,0.0009523809523809524
GRM8,0.0009523809523809524
PRICKLE1,0.0009523809523809524
MTRNR2L8,0.0009523809523809524
RAMP3,0.0009523809523809524
RP11-260O18.1,0.0009523809523809524
SLC7A5,0.0009523809523809524
RP5-921G16.1,0.0009523809523809524
KLHL35,0.0009523809523809524
ACTL6B,0.0009523809523809524
RP11-133F8.2,0.0009523809523809524
ARMC3,0.0009523809523809524
CACNA2D3,0.0009523809523809524
PI3,0.0009523809523809524
NXPH1,0.0009523809523809524
AC097713.3,0.0009523809523809524
SLC44A3,0.0009523809523809524
MT1M,0.0009523809523809524
PSMC3IP,0.0009523809523809524
RP11-187O7.3,0.0009523809523809524
IZUMO3,0.0009523809523809524
RCAN2,0.0009523809523809524
ARRDC3,0.0009523809523809524
ADCY4,0.0009523809523809524
C5orf46,0.0009523809523809524
TNR,0.0004761904761904762
ST3GAL1,0.0004761904761904762
NR4A3,0.0004761904761904762
GFAP,0.0004761904761904762
SLC2A1,0.0004761904761904762
RP11-154H12.3,0.0004761904761904762
SNCA,0.0004761904761904762
KCNB1,0.0004761904761904762
ARHGAP29,0.0004761904761904762
TMEM132C,0.0004761904761904762
MT-ND2,0.0004761904761904762
FRMD4B,0.0004761904761904762
CCDC64,0.0004761904761904762
GRM7,0.0004761904761904762
MYT1L,0.0004761904761904762
MYOM1,0.0004761904761904762
LOXL2,0.0004761904761904762
LINC01411,0.0004761904761904762
ELAVL4,0.0004761904761904762
EMP3,0.0004761904761904762
SERPINE1,0.0004761904761904762
ST18,0.0004761904761904762
